name,wgms_id,rgi_id,cenlon,cenlat,rgi_reg_name,imageid,targetmonth,imagedate,cloudcover,cloudpct_roi,snowcoverarea_km2_gee,snowcoverarea_error_km2,totalarea_km2_gee,totalarea_error_km2,aar_gee,snowline_m_gee,snowline_error_m,bimodalok,rejectionreason,classbalance,peakbalance
Golubin,753,RGI2000-v7.0-G-13-22647,74.49766036,42.45447925,"13: Asia, Central",LC08_L2SP_151031_20180903_20200831_02_T1,9,9/3/18,0.21,4.941311534,3.071971657,0.215038016,5.051869344,0.15155608,0.608086126,3886.131012,38.86131012,1,ok,0.388607806,0.298701299
Golubin,753,RGI2000-v7.0-G-13-22647,74.49766036,42.45447925,"13: Asia, Central",LT05_L2SP_151031_19940901_20200913_02_T1,9,9/1/94,0,0.987169499,2.543761143,0.17806328,5.147576975,0.154427309,0.494166703,3924.145902,39.24145902,1,ok,0.495603874,0.636363636
Golubin,753,RGI2000-v7.0-G-13-22647,74.49766036,42.45447925,"13: Asia, Central",LC08_L2SP_151031_20210927_20211001_02_T1,9,9/27/21,0.37,1.372237283,2.28905076,0.160233553,4.712928562,0.141387857,0.485696044,3929.975826,39.29975826,1,ok,0.489563223,0.641025641
Golubin,753,RGI2000-v7.0-G-13-22647,74.49766036,42.45447925,"13: Asia, Central",LC08_L2SP_151030_20240903_20240906_02_T1,9,9/3/24,1.93,4.331806928,4.84513008,0.339159106,5.81694339,0.174508302,0.832934027,3604.061906,36.04061906,1,ok,0.16447173,0.136767369
Golubin,753,RGI2000-v7.0-G-13-22647,74.49766036,42.45447925,"13: Asia, Central",LE07_L2SP_150031_20000902_20200917_02_T1,9,9/2/00,2,5.212457066,2.900377079,0.203026395,5.220084127,0.156602524,0.555618838,3900.210673,39.00210673,1,ok,0.4435754,0.938053097
Golubin,753,RGI2000-v7.0-G-13-22647,74.49766036,42.45447925,"13: Asia, Central",LE07_L2SP_150031_20020823_20200916_02_T1,9,8/23/02,1,2.28058506,3.209809975,0.224686698,5.186224124,0.155586724,0.618910772,3883.892912,38.83892912,1,ok,0.376130673,0.395604396
Golubin,753,RGI2000-v7.0-G-13-22647,74.49766036,42.45447925,"13: Asia, Central",LE07_L2SP_151031_20010928_20200917_02_T1,9,9/28/01,3,1.701842145,1.946902227,0.136283156,5.635714572,0.169071437,0.345457919,3987.95983,39.8795983,1,ok,0.346878603,0.908496732
Golubin,753,RGI2000-v7.0-G-13-22647,74.49766036,42.45447925,"13: Asia, Central",LT05_L2SP_150031_20081002_20200829_02_T1,9,10/2/08,2,0.028318992,4.609203923,0.322644275,5.652189205,0.169565676,0.815472334,3612.025831,36.12025831,1,ok,0.18343202,0.237676828
Golubin,753,RGI2000-v7.0-G-13-22647,74.49766036,42.45447925,"13: Asia, Central",LT05_L2SP_151030_20060801_20200831_02_T1,9,8/1/06,13,13.98452914,2.656371111,0.185945978,4.655640031,0.139669201,0.570570554,3900.222712,39.00222712,1,ok,0.423861296,0.811881188
Golubin,753,RGI2000-v7.0-G-13-22647,74.49766036,42.45447925,"13: Asia, Central",LT05_L2SP_151030_20091012_20200825_02_T1,9,10/12/09,2,6.353148402,4.150764423,0.29055351,5.409169857,0.162275096,0.767357013,3668.074095,36.68074095,1,ok,0.232254437,0.359059966
Golubin,753,RGI2000-v7.0-G-13-22647,74.49766036,42.45447925,"13: Asia, Central",LT05_L2SP_151031_19960906_20200911_02_T1,9,9/6/96,0,4.813758565,3.13120203,0.219184142,5.365710241,0.160971307,0.583557794,3883.883291,38.83883291,1,ok,0.413625616,0.572649573
Golubin,753,RGI2000-v7.0-G-13-22647,74.49766036,42.45447925,"13: Asia, Central",LT05_L2SP_151031_19981014_20200908_02_T1,9,10/14/98,4,4.025879563,4.032617118,0.282283198,5.339233035,0.160176991,0.755280223,3676.389002,36.76389002,1,ok,0.242849285,0.371545285
Golubin,753,RGI2000-v7.0-G-13-22647,74.49766036,42.45447925,"13: Asia, Central",LT05_L2SP_151031_20100929_20200823_02_T1,9,9/29/10,2,2.601880804,4.276963841,0.299387469,5.546186988,0.16638561,0.771153921,3668.074095,36.68074095,1,ok,0.228228595,0.258883861
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LC08_L2SP_199017_20190922_20200826_02_T1,9,9/22/19,9.15,12.9221318,1.15847668,0.081093368,2.241483043,0.067244491,0.516834907,2114.020016,21.14020016,1,ok,0.476170234,0.901469061
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LC08_L2SP_199017_20240919_20240927_02_T1,9,9/19/24,1.57,25.92668402,0.621843536,0.043529048,1.80420688,0.054126206,0.3446631,2178.020827,21.78020827,1,ok,0.345466811,0.782539683
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LC08_L2SP_200017_20161006_20200906_02_T1,9,10/6/16,8.65,2.085755457,1.710713526,0.119749947,2.394725947,0.071841778,0.71436714,2041.96759,20.4196759,1,ok,0.279407193,0.518788894
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LC08_L2SP_200017_20171009_20200903_02_T1,9,10/9/17,3.02,0,1.427692478,0.099938473,2.38723199,0.07161696,0.598053513,2078.096163,20.78096163,1,ok,0.39557166,0.76266434
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LE07_L2SP_199017_20000925_20200918_02_T1,9,9/25/00,15,9.944625478,1.348374437,0.094386211,2.377721543,0.071331646,0.567086773,2086.04617,20.8604617,1,ok,0.425695896,0.750245178
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LT05_L2SP_199017_19850924_20200918_02_T1,9,9/24/85,8,0.307302669,2.002333096,0.140163317,2.449862676,0.07349588,0.817324626,2010.021631,20.10021631,1,ok,0.177109253,0.301914141
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LT05_L2SP_199017_19870813_20201014_02_T1,9,8/13/87,5,0.772759774,2.145051503,0.150153605,2.493465386,0.074803962,0.860269212,1997.642366,19.97642366,1,ok,0.135421772,0.241857754
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LT05_L2SP_199017_19960906_20200911_02_T1,9,9/6/96,5,4.180926493,1.2014737,0.084103159,2.393974213,0.071819226,0.501874119,2109.934497,21.09934497,1,ok,0.489483493,0.852834225
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LT05_L2SP_199017_20030809_20200904_02_T1,9,8/9/03,2,15.72469938,0.286496097,0.020054727,2.180966243,0.065428987,0.131362004,2254.174144,22.54174144,1,ok,0.132836831,0.189189189
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LT05_L2SP_199017_20110916_20200820_02_T1,9,9/16/11,11,4.355592308,1.715848932,0.120109425,2.430019603,0.072900588,0.706104975,2049.950268,20.49950268,1,ok,0.282228843,0.403846154
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LT05_L2SP_200017_19880806_20200917_02_T1,9,8/6/88,15,2.616712244,0.240908977,0.016863628,2.136031927,0.064080958,0.112783416,2273.864275,22.73864275,0,secondary_peak_too_small,0.113526065,0.09174587
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LT05_L2SP_200017_19890926_20200916_02_T1,9,9/26/89,13,3.24127899,1.404799472,0.098335963,2.418646587,0.072559398,0.58082048,2086.04617,20.8604617,1,ok,0.414385263,0.789504037
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LT05_L2SP_200017_19910831_20200915_02_T1,9,8/31/91,15,23.75523315,1.22259628,0.08558174,2.173748812,0.065212464,0.562436779,2078.096163,20.78096163,1,ok,0.436528839,0.592229484
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LT05_L2SP_200017_19970815_20200910_02_T1,9,8/15/97,5,6.342688871,0.841227227,0.058885906,2.364174006,0.07092522,0.35582289,2162.02836,21.6202836,1,ok,0.358738666,0.633729311
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LT05_L2SP_200017_19980903_20200908_02_T1,9,9/3/98,5,1.395825487,2.040975689,0.142868298,2.472610804,0.074178324,0.825433459,2010.021631,20.10021631,1,ok,0.168685953,0.381578947
Graasubreen,299,RGI2000-v7.0-G-08-03351,8.6,61.657,08: Scandinavia,LT05_L2SP_200017_20100904_20200824_02_T1,9,9/4/10,4,0.010780156,2.109994972,0.147699648,2.489605109,0.074688153,0.847521948,2001.719738,20.01719738,1,ok,0.146385248,0.221981972
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LC08_L2SP_194028_20171015_20200902_02_T1,9,10/15/17,1.72,6.078251626,2.489880896,0.174291663,4.341771942,0.130253158,0.573471138,2933.92564,29.3392564,1,ok,0.425507048,0.726190476
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LC08_L2SP_195028_20150830_20200908_02_T1,9,8/30/15,3.97,1.639242897,1.032990435,0.07230933,4.389619949,0.131688598,0.235325711,3050.112773,30.50112773,1,ok,0.235070979,0.207792208
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LC08_L2SP_195028_20220918_20220928_02_T1,9,9/18/22,4.24,17.86001568,2.718462362,0.190292365,5.101805316,0.153054159,0.532843218,2921.960395,29.21960395,1,ok,0.46252334,0.774076367
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_194028_19980909_20200908_02_T1,9,9/9/98,10,8.81641183,2.580356235,0.180624936,5.320616277,0.159618488,0.484973187,2942.086959,29.42086959,1,ok,0.487037189,0.919354839
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_195028_19900910_20200915_02_T1,9,9/10/90,2,1.70385506,1.487154001,0.10410078,5.759851983,0.172795559,0.258193093,3030.139339,30.30139339,1,ok,0.260813871,0.284615385
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_195028_20030914_20200904_02_T1,9,9/14/03,5,5.395257388,3.76515882,0.263561117,5.683121647,0.170493649,0.662515965,2822.256118,28.22256118,1,ok,0.331238732,0.528543229
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_194028_20051030_20200901_02_T1,9,10/30/05,6,2.07989898,3.572018172,0.250041272,5.314059036,0.159421771,0.672182629,2818.198629,28.18198629,1,ok,0.326699121,0.59602649
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_195028_20060922_20200831_02_T1,9,9/22/06,12,0.580431648,2.391198622,0.167383904,5.24722962,0.157416889,0.455706877,2978.097875,29.78097875,1,ok,0.456378255,0.810126582
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LC08_L2SP_195028_20161003_20200906_02_T1,9,10/3/16,4.56,12.17204648,3.691430623,0.258400144,4.851999364,0.145559981,0.760806081,2745.468853,27.45468853,1,ok,0.236978453,0.242624152
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_194028_20090907_20200825_02_T1,9,9/7/09,2,3.529276287,3.055075361,0.213855275,5.167938337,0.15503815,0.591159407,2898.176216,28.98176216,1,ok,0.407478225,0.731343284
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LC08_L2SP_194028_20190903_20200826_02_T1,9,9/3/19,8.2,2.316734607,0.510064107,0.035704488,4.018539337,0.12055618,0.126927738,3089.975801,30.89975801,1,ok,0.129234134,0.139784946
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_195028_19970929_20200909_02_T1,9,9/29/97,5,0.144654095,2.191129526,0.153379067,5.581717879,0.167451536,0.392554689,2986.100179,29.86100179,1,ok,0.396981125,0.756756757
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LC08_L2SP_194028_20210924_20210930_02_T1,9,9/24/21,1.92,11.35716174,3.737127508,0.261598926,5.045191471,0.151355744,0.740730561,2813.819314,28.13819314,1,ok,0.257514784,0.144998127
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_195028_19860814_20200918_02_T1,9,8/14/86,14,2.553116416,3.48275958,0.243793171,5.951838075,0.178555142,0.585156978,2873.718778,28.73718778,1,ok,0.412917296,0.589319145
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_194028_19931029_20200913_02_T1,9,10/29/93,2,0.428913574,4.203757074,0.294262995,5.730538531,0.171916156,0.733571034,2710.312756,27.10312756,1,ok,0.263093282,0.53125
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_194028_19910906_20200915_02_T1,9,9/6/91,4,0.293959812,1.057144319,0.074000102,5.548287984,0.16644864,0.190535229,3053.985684,30.53985684,1,ok,0.19270888,0.402407327
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LE07_L2SP_195028_20020818_20200916_02_T1,9,8/18/02,15,17.39105278,2.025344331,0.141774103,5.086348357,0.152590451,0.398192218,2998.1079,29.981079,1,ok,0.398036004,0.935323383
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_194028_19850921_20200918_02_T1,9,9/21/85,6,0.462722923,2.489568108,0.174269768,5.815056897,0.174451707,0.428124462,2970.05542,29.7005542,1,ok,0.431219823,0.946472108
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_195028_19870918_20211115_02_T1,9,9/18/87,8,1.802957297,1.841415048,0.128899053,5.672595984,0.17017788,0.324615935,3010.152898,30.10152898,1,ok,0.325478064,0.461137194
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_195028_19920915_20200914_02_T1,9,9/15/92,4,0.94785305,3.00703552,0.210492486,5.824843587,0.174745308,0.516243136,2917.846235,29.17846235,1,ok,0.481972881,0.902439024
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LC08_L2SP_195028_20141030_20200910_02_T1,9,10/30/14,8.15,30.95177856,2.030591899,0.142141433,4.213367194,0.126401016,0.481940407,2957.933574,29.57933574,1,ok,0.485688733,0.95678733
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LC08_L2SP_194028_20130801_20200912_02_T1,9,8/1/13,7.55,21.87793917,3.327090888,0.232896362,4.950378084,0.148511343,0.672088239,2826.129738,28.26129738,1,ok,0.327996718,0.250896359
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_195028_19960910_20200911_02_T1,9,9/10/96,8,0.906669178,3.010254389,0.210717807,5.681975856,0.170459276,0.52979007,2914.175871,29.14175871,1,ok,0.469878567,0.826530612
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_194028_19990912_20211205_02_T1,9,9/12/99,5,7.348654944,1.29536595,0.090675617,5.378908369,0.161367251,0.240823205,3038.063107,30.38063107,1,ok,0.243361712,0.304600801
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LE07_L2SP_194028_20011011_20200917_02_T1,9,10/11/01,2,1.999006141,0.494792693,0.034635489,5.759768929,0.172793068,0.085904955,3109.781562,31.09781562,1,ok,0.085752118,0.37593985
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_195028_19951026_20200912_02_T1,9,10/26/95,11,0.696949103,3.823699506,0.267658965,5.549181746,0.166475452,0.689056456,2781.727918,27.81727918,1,ok,0.309012394,0.997512123
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_195028_19940804_20200913_02_T1,9,8/4/94,3,4.303487695,4.045005441,0.283150381,5.864113856,0.175923416,0.689789718,2766.147956,27.66147956,1,ok,0.310325039,0.331598793
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LC09_L2SP_195028_20240915_20240916_02_T1,9,9/15/24,8.32,24.07401525,2.975604336,0.208292304,4.925886508,0.147776595,0.604074887,2901.941981,29.01941981,1,ok,0.394922708,0.354183007
Griesgletscher,359,RGI2000-v7.0-G-11-02438,8.33019,46.4383,11: Central Europe,LT05_L2SP_194028_20110913_20200820_02_T1,9,9/13/11,2,0.969182438,1.807296028,0.126510722,4.613288187,0.138398646,0.391758753,2998.104342,29.98104342,1,ok,0.398567115,0.75
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LC08_L2SP_066016_20210822_20210831_02_T1,8,8/22/21,6.59,23.90358078,6.652434288,0.4656704,14.99153942,0.449746183,0.443745909,1956.092505,19.56092505,1,ok,0.448595408,0.685541049
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LC08_L2SP_067016_20160831_20200906_02_T1,8,8/31/16,5.12,30.52707479,6.078767418,0.425513719,14.90288866,0.44708666,0.40789189,1956.029173,19.56029173,1,ok,0.409043391,0.791907514
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LC08_L2SP_067016_20190707_20200827_02_T1,8,7/7/19,12.36,24.94264303,9.223601429,0.6456521,15.00722329,0.450216699,0.614610794,1852.087724,18.52087724,1,ok,0.385052703,0.329251122
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LC08_L2SP_067016_20240805_20240814_02_T1,8,8/5/24,2.89,19.83748517,9.455032293,0.661852261,15.3640289,0.460920867,0.61540058,1868.092744,18.68092744,1,ok,0.383924898,0.35973454
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LC08_L2SP_068015_20130915_20200912_02_T1,8,9/15/13,2.53,7.434892244,11.06139894,0.774297926,15.72504014,0.471751204,0.7034258,1772.111421,17.72111421,1,ok,0.294431875,0.258699859
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LC08_L2SP_068015_20200817_20200920_02_T1,8,8/17/20,2.54,16.88954091,9.98186132,0.698730292,15.29156643,0.458746993,0.652769052,1819.827838,18.19827838,1,ok,0.345892759,0.489864865
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LC08_L2SP_068015_20220706_20220722_02_T1,8,7/6/22,6.26,17.58819397,9.711619766,0.679813384,15.12913789,0.453874137,0.641914948,1835.819368,18.35819368,1,ok,0.356878241,0.418707811
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LE07_L2SP_067016_20020801_20200916_02_T1,8,8/1/02,12,49.54177674,8.230901352,0.576163095,16.61837816,0.498551345,0.495289087,1908.078436,19.08078436,1,ok,0.498481521,0.98048377
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LT05_L2SP_066016_19950916_20200912_02_T1,8,9/16/95,7,4.965331037,12.73698786,0.89158915,17.39321987,0.521796596,0.732296145,1699.793621,16.99793621,1,ok,0.265403341,0.63210442
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LT05_L2SP_066016_19960716_20200911_02_T1,8,7/16/96,12,10.88600283,12.15991698,0.851194189,17.8168057,0.534504171,0.68249703,1763.990287,17.63990287,1,ok,0.315319466,0.423672295
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LT05_L2SP_066016_20050810_20200902_02_T1,8,8/10/05,2,17.10918732,8.425626899,0.589793883,16.16426545,0.484927964,0.521250219,1876.042776,18.76042776,1,ok,0.476695513,0.990243902
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LT05_L2SP_066016_20060728_20200831_02_T1,8,7/28/06,3,14.97132285,10.90366427,0.763256499,16.80750114,0.504225034,0.648737976,1796.058136,17.96058136,1,ok,0.350381455,0.499930216
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LT05_L2SP_067016_19860728_20200917_02_T1,8,7/28/86,5,2.838049786,13.47018644,0.942913051,18.67539846,0.560261954,0.721279734,1691.972566,16.91972566,1,ok,0.275981271,0.367583176
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LT05_L2SP_068015_20030718_20200905_02_T1,8,7/18/03,10,23.22962191,12.49018746,0.874313122,17.58572211,0.527571663,0.710245924,1732.000834,17.32000834,1,ok,0.288320684,0.282261596
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LT05_L2SP_068015_20040821_20200903_02_T1,8,8/21/04,2,9.313645926,5.856064093,0.409924487,15.75993605,0.472798082,0.371579179,1947.966399,19.47966399,1,ok,0.372991087,0.465045593
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LT05_L2SP_068015_20100923_20200823_02_T1,8,9/23/10,13,8.336265694,5.67622334,0.397335634,15.36369678,0.460910904,0.369456871,1963.915973,19.63915973,1,ok,0.371820605,0.623115578
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LT05_L2SP_068016_19870823_20201014_02_T1,8,8/23/87,2,10.78843763,10.03851415,0.702695991,17.51425158,0.525427547,0.57316261,1835.799524,18.35799524,1,ok,0.424151134,0.811154756
Gulkana,90,RGI2000-v7.0-G-01-05299,-145.427,63.281,01: Alaska,LT05_L2SP_068016_20090803_20200827_02_T1,8,8/3/09,3,19.27299317,8.588477198,0.601193404,16.13943054,0.484182916,0.532142518,1884.051925,18.84051925,1,ok,0.465619729,0.632786885
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LC09_L2SP_208005_20220820_20230402_02_T1,8,8/20/22,4.7,3.917753304,13.20619707,0.924433795,52.59056538,1.577716961,0.251113426,406.0465261,4.060465261,1,ok,0.255246379,0.430696625
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LE07_L2SP_213005_20000725_20200918_02_T1,8,7/25/00,11,3.641678884,38.10149062,2.667104344,62.36833079,1.871049924,0.61091086,302.0520743,3.020520743,1,ok,0.381430863,0.261400618
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LC08_L2SP_208005_20210809_20210819_02_T1,8,8/9/21,12.62,3.109984053,37.60277589,2.632194312,58.14145866,1.74424376,0.646746345,302.0485258,3.020485258,1,ok,0.344540661,0.657143654
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LT05_L2SP_212005_19930707_20241105_02_T1,8,7/7/93,0,0.014617452,53.9468678,3.776280746,66.07314957,1.982194487,0.816471867,209.9327046,2.099327046,0,secondary_peak_too_small,0.177760938,0.085831854
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LE07_L2SP_208005_20020712_20200916_02_T1,8,7/12/02,2,1.791359611,46.48925408,3.254247786,65.17279575,1.955183872,0.713322999,258.1201647,2.581201647,1,ok,0.282953695,0.152015586
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LT05_L2SP_210005_19980707_20250425_02_T1,8,7/7/98,7,7.45906423,40.51691168,2.836183818,66.53824723,1.996147417,0.608926645,306.0538772,3.060538772,1,ok,0.388822879,0.339899469
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LT05_L2SP_213005_19920727_20200914_02_T1,8,7/27/92,3,0,50.57570444,3.540299311,65.96713097,1.979013929,0.766680371,234.0373054,2.340373054,1,ok,0.226424686,0.166926794
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LC08_L2SP_209005_20190710_20200827_02_T1,8,7/10/19,0.12,0,40.5493499,2.838454493,61.24604734,1.83738142,0.662072928,294.0303533,2.940303533,1,ok,0.330317446,0.194721055
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LT05_L2SP_213005_19910725_20241108_02_T1,8,7/25/91,3,0,57.27241092,4.009068764,66.34020968,1.99020629,0.863313686,178.0138227,1.780138227,0,secondary_peak_too_small,0.130231907,0.069160497
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LC08_L2SP_208005_20140806_20200911_02_T1,8,8/6/14,13.05,2.28708144,32.21781885,2.255247319,61.08746659,1.832623998,0.52740473,338.0039595,3.380039595,1,ok,0.463556323,0.404413708
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LC08_L2SP_211005_20130824_20200913_02_T1,8,8/24/13,2.97,0.76947726,21.03279135,1.472295395,58.43921204,1.753176361,0.35990888,378.0900594,3.780900594,1,ok,0.362309647,0.358870048
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LC08_L2SP_210005_20150706_20200909_02_T1,8,7/6/15,1.95,0.002058429,56.0567478,3.923972346,64.23280416,1.926984125,0.872712137,186.0402118,1.860402118,1,ok,0.119976238,0.162114736
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LC08_L2SP_209005_20160802_20200906_02_T1,8,8/2/16,3.89,0.420195722,20.24856426,1.417399498,58.68551173,1.760565352,0.345035149,381.9356642,3.819356642,1,ok,0.348371082,0.921112631
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LC08_L2SP_208005_20240801_20240807_02_T1,8,8/1/24,2.62,3.039095925,26.51092101,1.855764471,56.04091543,1.681227463,0.473063668,362.0131834,3.620131834,1,ok,0.478310301,0.346135253
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LC08_L2SP_210005_20200804_20200915_02_T1,8,8/4/20,3.25,4.202431437,13.98471592,0.978930115,54.90176808,1.647053042,0.254722506,406.0519205,4.060519205,1,ok,0.262170712,0.683964922
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LC09_L2SP_208005_20230823_20230825_02_T1,8,8/23/23,9.12,8.319221803,26.64593477,1.865215434,50.74059509,1.522217853,0.525140368,346.0210151,3.460210151,1,ok,0.468945409,0.86788226
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LT05_L2SP_208005_19850705_20200918_02_T1,8,7/5/85,2,0.002089696,61.80748622,4.326524035,66.80300206,2.004090062,0.925220189,134.0637224,1.340637224,0,secondary_peak_too_small,0.070224567,0.041415544
Hansbreen,306,RGI2000-v7.0-G-07-00831,15.5799,77.0748,07: Svalbard and Jan Mayen,LT05_L2SP_211005_19900825_20250428_02_T1,8,8/25/90,13,2.254771921,27.9210352,1.954472464,63.57792559,1.907337768,0.439162413,362.0144586,3.620144586,1,ok,0.443239213,0.85758052
